,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,name,zone
2173,,,,,,,,P,P,,,,Coriander,17
2174,S,S,S,S,,,,S,S,S,S,S,Coriander,1
2175,T,T,T,T,,,,T,T,T,T,T,Coriander,1
2176,P,P,P,P,,,,P,P,P,P,P,Coriander,1
2177,,,S,S,S,,S,S,,,,,Coriander,3
2178,,,,T,T,,,T,T,,,,Coriander,3
2179,,,,P,P,,,P,,,,,Coriander,3
2180,S,S,S,S,S,,,S,S,S,S,S,Coriander,2
2181,T,T,T,T,T,,,T,T,T,T,T,Coriander,2
2182,P,P,P,P,P,,,P,P,P,P,P,Coriander,2
2183,,,,S,S,S,S,,,,,,Coriander,4
2184,,,,T,T,T,T,T,,,,,Coriander,4
2185,,,,P,P,P,P,,,,,,Coriander,4
2186,,,,,,P,,,,,,,Coriander,61
2187,,,,,,P,,,,,,,Coriander,62
2188,,,,,P,,,P,,,,,Coriander,60
2189,,,,,P,,,P,,,,,Coriander,59
2190,,,,,P,,,P,,,,,Coriander,58
2191,,,,,P,,,P,P,,,,Coriander,57
2192,,,,,P,,,P,P,,,,Coriander,56
2193,,,,,P,,,P,P,,,,Coriander,55
2194,,,,P,P,,,P,P,,,,Coriander,54
2195,,,,P,P,,,P,P,,,,Coriander,53
2196,,,,P,P,,,P,P,,,,Coriander,52
2197,,,P,P,P,,,P,P,,,,Coriander,51
2198,,,P,P,P,,,P,P,,,,Coriander,50
2199,,,,,P,P,P,,,,,,Coriander,8
2200,,,,P,P,P,P,,,,,,Coriander,9
2201,,,,,,,,,,P,P,P,Coriander,6
2202,,,,,,,,,P,P,P,,Coriander,7
2203,,,,,,,,,P,P,P,P,Coriander,5
2204,,,,S,,,,,,,,,Coriander,110
2205,,,,,,T,,,,,,,Coriander,110
2206,,,,,P,P,,,,,,,Coriander,110
2207,,,,S,,,,,,,,,Coriander,111
2208,,,,,,T,,,,,,,Coriander,111
2209,,,,,P,P,,,,,,,Coriander,111
2210,,,,S,,,,,,,,,Coriander,112
2211,,,,,,T,,,,,,,Coriander,112
2212,,,,,P,P,,,,,,,Coriander,112
2213,,,S,,,,,,,,,,Coriander,11
2214,,,,,T,,,,,,,,Coriander,11
2215,,,,P,P,,,,,,,,Coriander,11
2216,,,S,,,,,,,,,,Coriander,14
2217,,,,,T,,,,,,,,Coriander,14
2218,,,,P,P,,,,,,,,Coriander,14
2219,,,S,,,,,,,,,,Coriander,16
2220,,,,,T,,,,,,,,Coriander,16
2221,,,,P,P,,,,,,,,Coriander,16
2222,,,S,,,,,,,,,,Coriander,113
2223,,,,,T,,,,,,,,Coriander,113
2224,,,,P,P,,,,,,,,Coriander,113
2225,,,S,,,,,,,,,,Coriander,10
2226,,,,,T,,,,,,,,Coriander,10
2227,,,,P,P,,,,,,,,Coriander,10
2228,,,S,,,,,,,,,,Coriander,114
2229,,,,,T,,,,,,,,Coriander,114
2230,,,,P,P,,,,,,,,Coriander,114
2231,,S,,,,,,,,,,,Coriander,13
2232,,,,T,,,,,,,,,Coriander,13
2233,,,P,P,,,,,,,,,Coriander,13
2234,,S,,,,,,,,,,,Coriander,12
2235,,,,T,,,,,,,,,Coriander,12
2236,,,P,P,,,,,,,,,Coriander,12
2237,S,,,,,,,,,,,,Coriander,115
2238,,,T,,,,,,,,,,Coriander,115
2239,,P,P,,,,,,,,,,Coriander,115
2240,S,,,,,,,,,,,,Coriander,116
2241,,,T,,,,,,,,,,Coriander,116
2242,,P,P,,,,,,,,,,Coriander,116
2243,S,,,,,,,,,,,,Coriander,15
2244,,,T,,,,,,,,,,Coriander,15
2245,,P,P,,,,,,,,,,Coriander,15
2246,S,,,,,,,,,,,,Coriander,100
2247,,,T,,,,,,,,,,Coriander,100
2248,,P,P,,,,,,,,,,Coriander,100
2249,P,P,,,,,,,,,,,Coriander,101
2250,P,P,,,,,,,,,,,Coriander,102
2251,,,,,,,,,,,,P,Coriander,103
2252,P,,,,,,,,,,,,Coriander,104
2253,S,S,,,,,,,S,S,S,S,Coriander,23
2254,T,T,,,,,,,,T,T,T,Coriander,23
2255,P,P,,,,,,,P,P,P,P,Coriander,23
2256,S,S,,,,,,,S,S,S,S,Coriander,20
2257,T,T,,,,,,,,T,T,T,Coriander,20
2258,P,P,,,,,,,P,P,P,P,Coriander,20
2259,S,S,,,,,,,S,S,S,S,Coriander,21
2260,T,T,,,,,,,,T,T,T,Coriander,21
2261,P,P,,,,,,,P,P,P,P,Coriander,21
2262,,,P,,,,,,P,P,P,,Coriander,22
2263,,P,P,P,P,,,,,,,,Corn%2BSalad,1
2264,,P,P,P,P,,,,,,,,Corn%2BSalad,2
2265,,,,,,P,P,,,,,,Corn%2BSalad,61
2266,,,,,,P,P,,,,,,Corn%2BSalad,62
2267,,,,,P,P,P,P,,,,,Corn%2BSalad,60
2268,,,,,P,P,P,P,,,,,Corn%2BSalad,59
2269,,,,,P,P,P,P,,,,,Corn%2BSalad,58
2270,,,,,P,P,P,P,,,,,Corn%2BSalad,57
2271,,,,,P,P,P,P,,,,,Corn%2BSalad,56
2272,,,,,P,P,P,P,P,,,,Corn%2BSalad,55
2273,,,,P,P,P,P,P,P,,,,Corn%2BSalad,54
2274,,,,P,P,P,P,P,P,,,,Corn%2BSalad,53
2275,,,P,P,P,P,P,P,P,P,,,Corn%2BSalad,52
2276,,,P,P,P,P,P,P,P,P,,,Corn%2BSalad,51
2277,,P,P,P,P,P,P,P,P,P,,,Corn%2BSalad,50
2278,,,P,P,,,P,P,,,,,Corn%2BSalad,8
2279,,,P,,,,P,P,,,,,Corn%2BSalad,9
2280,,,,P,P,,,,,,,,Corn%2BSalad,6
2281,,,,P,P,,,,P,,,,Corn%2BSalad,5
2282,,,,P,,,,,,,,,Corn%2BSalad,107
2283,,,,P,,,,,,,,,Corn%2BSalad,108
2284,,,P,,,,,,,,,,Corn%2BSalad,109
2285,,,P,,,,,,,,,,Corn%2BSalad,110
2286,,,P,,,,,,,,,,Corn%2BSalad,111
2287,,,P,,,,,,,,,,Corn%2BSalad,112
2288,,,P,,,,,,,,,,Corn%2BSalad,11
2289,,,P,,,,,,,,,,Corn%2BSalad,14
2290,,,P,P,,,,,,,,,Corn%2BSalad,16
2291,,,P,P,,,,,,,,,Corn%2BSalad,113
2292,,P,,,,,,,,P,,,Corn%2BSalad,10
2293,,P,,,,,,,,P,,,Corn%2BSalad,114
2294,,P,P,,,,,,,,P,,Corn%2BSalad,13
2295,,P,P,,,,,,,,P,,Corn%2BSalad,12
2296,P,,,,,,,,,,,P,Corn%2BSalad,115
2297,P,,,,,,,,,,,P,Corn%2BSalad,116
2298,,,,,,,,P,P,P,P,P,Corn%2BSalad,23
2299,,,,,,,P,P,P,P,P,,Corn%2BSalad,20
2300,,,,,,,,P,P,P,P,,Corn%2BSalad,21
2301,,,,,,,,,P,P,P,,Corn%2BSalad,22
2302,,,,,,,,P,P,P,,,Cowpeas,3
2303,,,,,,,,,,P,P,P,Cowpeas,2
2304,,,,,,,P,P,P,P,P,P,Cowpeas,4
2305,,,,P,P,,,,,,,,Cowpeas,11
2306,,,,P,P,,,,,,,,Cowpeas,14
2307,,,,P,P,,,,,,,,Cowpeas,16
2308,,,,P,P,,,,,,,,Cowpeas,113
2309,,,,P,P,,,,,,,,Cowpeas,10
2310,,,,P,P,P,,,,,,,Cowpeas,114
2311,,,P,P,P,,,,,,,,Cowpeas,13
2312,,,P,P,P,,,,,,,,Cowpeas,12
2313,,,P,P,P,P,P,P,,,,,Cowpeas,115
2314,,,P,P,P,P,P,P,,,,,Cowpeas,116
2315,,,,P,P,P,P,P,,,,,Cowpeas,15
2316,,,P,P,P,P,P,P,,,,,Cowpeas,100
2317,P,,,,,,,,,P,P,P,Cowpeas,23
2318,P,P,,,,,,,P,P,P,P,Cowpeas,20
2319,,,,,,,,,,P,P,P,Cowpeas,21
2320,,,,,,,,,P,P,P,P,Cowpeas,22
2321,S,,,,,,,S,S,S,S,S,Cucumber,17
2322,T,T,,,,,,,T,T,T,T,Cucumber,17
2323,P,P,,,,,,,P,P,P,P,Cucumber,17
2324,,,,,,,,,,S,S,S,Cucumber,1
2325,T,,,,,,,,,T,T,T,Cucumber,1
2326,,,,,,,,,,,P,P,Cucumber,1
2327,S,S,,,,,,S,S,S,S,S,Cucumber,3
2328,T,T,T,,,,,,T,T,T,T,Cucumber,3
2329,P,P,,,,,,,P,P,P,P,Cucumber,3
2330,S,,,,,,,S,S,S,S,S,Cucumber,2
2331,T,T,,,,,,,T,T,T,T,Cucumber,2
2332,P,,,,,,,,P,P,P,P,Cucumber,2
2333,,,S,S,S,S,S,,,,,,Cucumber,4
2334,,,,T,T,T,T,T,T,,,,Cucumber,4
2335,,,,P,P,P,P,P,,,,,Cucumber,4
2336,,,,,S,,,,,,,,Cucumber,61
2337,,,,,,T,,,,,,,Cucumber,61
2338,,,,,,P,,,,,,,Cucumber,61
2339,,,,,S,,,,,,,,Cucumber,62
2340,,,,,,T,,,,,,,Cucumber,62
2341,,,,,,P,,,,,,,Cucumber,62
2342,,,,S,,,,,,,,,Cucumber,60
2343,,,,,T,,,,,,,,Cucumber,60
2344,,,,,P,,,,,,,,Cucumber,60
2345,,,,S,,,,,,,,,Cucumber,59
2346,,,,,T,,,,,,,,Cucumber,59
2347,,,,,P,,,,,,,,Cucumber,59
2348,,,,S,,,,,,,,,Cucumber,58
2349,,,,,T,,,,,,,,Cucumber,58
2350,,,,,P,P,,,,,,,Cucumber,58
2351,,,,S,,,,,,,,,Cucumber,57
2352,,,,,T,,,,,,,,Cucumber,57
2353,,,,,P,P,,,,,,,Cucumber,57
2354,,,,S,,,,,,,,,Cucumber,56
2355,,,,,T,,,,,,,,Cucumber,56
2356,,,,,P,P,,,,,,,Cucumber,56
2357,,,,S,,,,,,,,,Cucumber,55
2358,,,,,T,,,,,,,,Cucumber,55
2359,,,,,P,P,,,,,,,Cucumber,55
2360,,,,S,,,,,,,,,Cucumber,54
2361,,,,,T,,,,,,,,Cucumber,54
2362,,,,,P,P,,,,,,,Cucumber,54
2363,,,,S,,,,,,,,,Cucumber,53
2364,,,,,T,,,,,,,,Cucumber,53
2365,,,,,P,P,P,,,,,,Cucumber,53
2366,,,,S,,,,,,,,,Cucumber,52
2367,,,,,T,,,,,,,,Cucumber,52
2368,,,,,P,P,P,,,,,,Cucumber,52
2369,,,S,,,,,,,,,,Cucumber,51
2370,,,,T,,,,,,,,,Cucumber,51
2371,,,,P,P,P,P,,,,,,Cucumber,51
2372,,,S,,,,,,,,,,Cucumber,50
2373,,,,T,,,,,,,,,Cucumber,50
2374,,,,P,P,P,P,P,,,,,Cucumber,50
2375,,,,,P,P,,,,,,,Cucumber,8
2376,,,,,P,P,,,,,,,Cucumber,9
2377,,,,,,,,,,P,P,P,Cucumber,6
2378,P,P,P,,,,,P,P,P,P,P,Cucumber,7
2379,P,P,,,,,,,P,P,P,P,Cucumber,5
2380,,,,S,,,,,,,,,Cucumber,107
2381,,,,,T,T,,,,,,,Cucumber,107
2382,,,,S,,,,,,,,,Cucumber,108
2383,,,,,T,T,,,,,,,Cucumber,108
2384,,,,S,S,,,,,,,,Cucumber,109
2385,,,,,T,T,T,,,,,,Cucumber,109
2386,,,,,P,P,,,,,,,Cucumber,109
2387,,,,S,S,,,,,,,,Cucumber,110
2388,,,,,T,T,T,,,,,,Cucumber,110
2389,,,,,P,P,,,,,,,Cucumber,110
2390,,,,S,S,,,,,,,,Cucumber,111
2391,,,,,T,T,T,,,,,,Cucumber,111
2392,,,,,P,P,,,,,,,Cucumber,111
2393,,,,S,S,,,,,,,,Cucumber,112
2394,,,,,T,T,T,,,,,,Cucumber,112
2395,,,,,P,P,,,,,,,Cucumber,112
2396,,,,S,S,,,,,,,,Cucumber,11
2397,,,,,T,T,T,,,,,,Cucumber,11
2398,,,,,P,P,,,,,,,Cucumber,11
2399,,,,S,S,,,,,,,,Cucumber,14
2400,,,,,T,T,T,,,,,,Cucumber,14
2401,,,,,P,P,,,,,,,Cucumber,14
2402,,,,S,S,,,,,,,,Cucumber,16
2403,,,,,T,T,T,,,,,,Cucumber,16
2404,,,,,P,P,,,,,,,Cucumber,16
2405,,,,S,S,,,,,,,,Cucumber,113
2406,,,,,T,T,T,,,,,,Cucumber,113
2407,,,,,P,P,,,,,,,Cucumber,113
2408,,,S,S,S,,,,,,,,Cucumber,10
2409,,,,T,T,T,T,,,,,,Cucumber,10
2410,,,,P,P,P,,,,,,,Cucumber,10
2411,,,S,S,S,,,,,,,,Cucumber,114
2412,,,,T,T,T,T,,,,,,Cucumber,114
2413,,,,P,P,P,,,,,,,Cucumber,114
2414,,S,S,S,S,,,,,,,,Cucumber,13
2415,,,,T,T,T,T,,,,,,Cucumber,13
2416,,,,P,P,P,,,,,,,Cucumber,13
2417,,S,S,S,S,,,,,,,,Cucumber,12
2418,,,,T,T,T,T,,,,,,Cucumber,12
2419,,,,P,P,P,,,,,,,Cucumber,12
2420,,S,S,S,S,,,,,,,,Cucumber,115
2421,,,,T,T,T,T,,,,,,Cucumber,115
2422,,,P,P,P,P,,,,,,,Cucumber,115
2423,,S,S,S,S,,,,,,,,Cucumber,116
2424,,,,T,T,T,T,,,,,,Cucumber,116
2425,,,P,P,P,P,,,,,,,Cucumber,116
2426,,S,S,S,S,S,S,S,,,,,Cucumber,15
2427,,,,T,T,T,T,T,T,,,,Cucumber,15
2428,,,P,P,P,P,P,P,,,,,Cucumber,15
2429,,S,S,S,S,S,S,S,,,,,Cucumber,100
2430,,,,T,T,T,T,T,T,,,,Cucumber,100
2431,,,P,P,P,P,P,P,,,,,Cucumber,100
2432,S,S,S,,,,,S,S,S,S,S,Cucumber,101
2433,T,T,T,T,,,,,T,T,T,T,Cucumber,101
2434,P,P,P,,,,,P,P,P,P,P,Cucumber,101
2435,S,S,S,,,,,S,S,S,S,S,Cucumber,102
2436,T,T,T,T,,,,,T,T,T,T,Cucumber,102
2437,P,P,P,,,,,P,P,P,P,P,Cucumber,102
2438,S,S,S,,,,,S,S,S,S,S,Cucumber,103
2439,T,T,T,T,,,,,T,T,T,T,Cucumber,103
2440,P,P,P,,,,,P,P,P,P,P,Cucumber,103
2441,S,S,S,,,,,S,S,S,S,S,Cucumber,104
2442,T,T,T,T,,,,,T,T,T,T,Cucumber,104
2443,P,P,P,,,,,P,P,P,P,P,Cucumber,104
2444,,,,,,,,,P,P,P,,Cucumber,23
2445,,P,P,P,P,P,P,P,P,,,,Cucumber,20
2446,,,,,,,,,P,P,P,P,Cucumber,21
2447,,,,,,,,,S,,,,Cucumber,22
2448,,,,,,,,,,T,,,Cucumber,22
2449,,,,,,,,,,P,P,P,Cucumber,22
2450,P,P,P,P,,,,P,P,P,P,P,Daikon,17
2451,P,P,P,P,,,,,P,P,P,P,Daikon,1
2452,,,,P,,,,P,P,,,,Daikon,3
2453,,,P,P,P,,,P,P,,,,Daikon,2
2454,,,,P,P,P,P,,,,,,Daikon,4
2455,,,,,,P,,,,,,,Daikon,60
2456,,,,,,P,,,,,,,Daikon,59
2457,,,,,P,P,,,,,,,Daikon,58
2458,,,,,P,P,,,,,,,Daikon,57
2459,,,,,P,P,,,,,,,Daikon,56
2460,,,,,P,P,,P,,,,,Daikon,55
2461,,,,,P,P,,P,,,,,Daikon,54
2462,,,,,P,P,,P,,,,,Daikon,53
2463,,,,P,P,P,,P,,,,,Daikon,52
2464,,,,P,P,P,,P,,,,,Daikon,51
2465,,,P,P,P,P,,P,,,,,Daikon,50
2466,,,,P,,,,,,,,,Daikon,9
2467,,,,,,,,,,P,,,Daikon,6
2468,,,P,,,,,P,,,,,Daikon,7
2469,,,,,,,,,P,P,,,Daikon,5
2470,,,,,,P,,,,,,,Daikon,107
2471,,,,,,P,,,,,,,Daikon,108
2472,,,,,,,P,,,,,,Daikon,109
2473,,,,,,,P,,,,,,Daikon,110
2474,,,,,,,P,,,,,,Daikon,111
2475,,,,,,,P,,,,,,Daikon,112
2476,,,,,P,,,,,,,,Daikon,11
2477,,,,,P,,,,,,,,Daikon,14
2478,,,,,P,,,,,,,,Daikon,16
2479,,,,,P,,,,,,,,Daikon,113
2480,,,,P,,,,,,,,,Daikon,10
2481,,,,P,,,,,,,,,Daikon,114
2482,,,P,,,,,,P,,,,Daikon,13
2483,,,P,,,,,,P,,,,Daikon,12
2484,,P,,,,,,,,P,,,Daikon,115
2485,,P,,,,,,,,P,,,Daikon,116
2486,,P,,,,,,,,,,,Daikon,15
2487,,P,,,,,,,,,P,,Daikon,100
2488,,,,,,,,,,,,P,Daikon,101
2489,,,,,,,,,,,,P,Daikon,102
2490,,,P,P,P,,,,P,P,P,,Daikon,23
2491,,,P,P,P,,,,P,P,P,,Daikon,20
2492,,,P,P,P,,,,P,P,P,,Daikon,21
2493,,,P,P,P,,,,P,P,P,,Daikon,22
2494,,,,,S,S,S,,,,,,Dill,17
2495,,,,,,T,T,T,,,,,Dill,17
2496,,,,,,P,P,,,,,,Dill,17
2497,S,S,,,,,,S,S,S,S,S,Dill,1
2498,T,T,T,,,,,,T,T,T,T,Dill,1
2499,P,P,P,,,,,,P,P,P,P,Dill,1
2500,,,S,S,,,S,,,,,,Dill,3
2501,,,T,T,T,,,T,T,,,,Dill,3
2502,,,P,P,P,,,P,,,,,Dill,3
2503,S,S,S,,,,,S,S,S,S,S,Dill,2
2504,T,T,T,T,,,,,T,T,T,T,Dill,2
2505,P,P,P,P,,,,,P,P,P,P,Dill,2
2506,,,,,S,,,,,,,,Dill,4
2507,,,,,,T,,,,,,,Dill,4
2508,,,,,,P,,,,,,,Dill,4
2509,,,,,P,P,,,,,,,Dill,61
2510,,,,,,P,,,,,,,Dill,62
2511,,,,,P,P,,,,,,,Dill,60
2512,,,,,P,P,P,P,,,,,Dill,59
2513,,,,,P,P,P,P,,,,,Dill,58
2514,,,,,P,P,P,P,,,,,Dill,57
2515,,,,,P,P,P,P,,,,,Dill,56
2516,,,,,P,P,P,P,,,,,Dill,55
2517,,,,,P,P,P,P,P,,,,Dill,54
2518,,,,P,P,P,P,P,P,,,,Dill,53
2519,,,,P,P,P,P,P,P,,,,Dill,52
2520,,,,P,P,P,P,P,P,,,,Dill,51
2521,,,P,P,P,P,P,P,P,P,,,Dill,50
2522,,,,P,P,,,,,,,,Dill,8
2523,,,,P,,,,,,,,,Dill,9
2524,,,,,,,,,P,P,,,Dill,6
2525,,,P,,,,,P,P,,,,Dill,7
2526,,,P,,,,,,P,P,,,Dill,5
2527,,,,,P,,,,,,,,Dill,107
2528,,,,,P,,,,,,,,Dill,108
2529,,,,,P,,,,,,,,Dill,109
2530,,,,,P,,,,,,,,Dill,110
2531,,,,,P,P,,,,,,,Dill,111
2532,,,,,P,P,,,,,,,Dill,112
2533,,,,,P,P,,,,,,,Dill,11
2534,,,,,P,P,,,,,,,Dill,14
2535,,,,P,P,,,,,,,,Dill,16
2536,,,,P,P,,,,,,,,Dill,113
2537,,,,P,P,P,,,,,,,Dill,10
2538,,,,P,P,P,,,,,,,Dill,114
2539,,,,P,P,,,,,,,,Dill,13
2540,,,P,,P,,,,,,,,Dill,12
2541,,P,,,,,,,,,,,Dill,115
2542,,P,,,,,,,,,,,Dill,116
2543,,P,,,,,,,,,,,Dill,15
2544,,P,,,,,,,,,,,Dill,100
2545,P,,,,,,,,,,P,P,Dill,101
2546,P,,,,,,,,,,P,P,Dill,102
2547,P,,,,,,,,,,P,P,Dill,103
2548,P,,,,,,,,,,P,P,Dill,104
2549,P,,,,,,,,,,,P,Dill,105
2550,,,,,,,,,,,,P,Dill,106
2551,S,S,S,S,,,,S,S,S,S,S,Dill,23
2552,T,T,T,T,T,,,,T,T,T,T,Dill,23
2553,S,S,S,S,,,,S,S,S,S,S,Dill,20
2554,T,T,T,T,T,,,,T,T,T,T,Dill,20
2555,,,S,S,S,,,,S,S,S,,Dill,21
2556,,,,T,T,,,,,T,T,,Dill,21
2557,P,,,,,,,,,P,P,P,Dill,22
2558,,,,,,,,S,S,S,S,,Eggplant,17
2559,T,,,,,,,,,T,T,T,Eggplant,17
2560,,,,,,,,,P,P,P,,Eggplant,17
2561,,,,,,,,,S,S,,,Eggplant,1
2562,,,,,,,,,,,T,,Eggplant,1
2563,,,,,,,,,,P,,,Eggplant,1
2564,,,,,,,,S,S,S,S,S,Eggplant,3
2565,T,T,,,,,,,T,T,T,T,Eggplant,3
2566,,,,,,,,,P,P,P,P,Eggplant,3
2567,,,,,,,,S,S,,,,Eggplant,2
2568,,,,,,,,,,T,T,T,Eggplant,2
2569,,,,S,S,,,,,,,,Eggplant,4
2570,,,,,T,T,T,,,,,,Eggplant,4
2571,,,,P,P,,,,,,,,Eggplant,4
2572,,,,S,,,,,,,,,Eggplant,60
2573,,,,,,T,,,,,,,Eggplant,60
2574,,,,S,,,,,,,,,Eggplant,59
2575,,,,,,T,,,,,,,Eggplant,59
2576,,,S,S,,,,,,,,,Eggplant,58
2577,,,,,,T,,,,,,,Eggplant,58
2578,,,S,S,,,,,,,,,Eggplant,57
2579,,,,,T,T,,,,,,,Eggplant,57
2580,,,S,S,,,,,,,,,Eggplant,56
2581,,,,,T,T,,,,,,,Eggplant,56
2582,,,S,S,,,,,,,,,Eggplant,55
2583,,,,,T,T,,,,,,,Eggplant,55
2584,,S,S,S,,,,,,,,,Eggplant,54
2585,,,,,T,T,,,,,,,Eggplant,54
2586,,S,S,S,,,,,,,,,Eggplant,53
2587,,,,,T,T,T,,,,,,Eggplant,53
2588,,S,S,S,,,,,,,,,Eggplant,52
2589,,,,T,T,T,T,,,,,,Eggplant,52
2590,,S,S,S,S,,,,,,,,Eggplant,51
2591,,,,T,T,T,T,,,,,,Eggplant,51
2592,S,S,S,S,,,,,,,,,Eggplant,50
2593,,,T,T,T,T,T,,,,,,Eggplant,50
2594,,,S,,,,,,,,,,Eggplant,8
2595,,,,,T,,,,,,,,Eggplant,8
2596,,,S,,,,,,,,,,Eggplant,9
2597,,,,,T,,,,,,,,Eggplant,9
2598,,,,,,,,,S,S,,,Eggplant,6
2599,,,,,,,,,,,T,T,Eggplant,6
2600,,,,,,,,S,S,,,,Eggplant,7
2601,,,,,,,,,,T,T,,Eggplant,7
2602,P,,,,,,,,,,,P,Eggplant,7
2603,,,,,,,,,S,S,,,Eggplant,5
2604,,,,,,,,,,,T,T,Eggplant,5
2605,,,S,,,,,,,,,,Eggplant,109
2606,,,,,T,,,,,,,,Eggplant,109
2607,,,,,P,,,,,,,,Eggplant,109
2608,,,S,,,,,,,,,,Eggplant,110
2609,,,,,T,,,,,,,,Eggplant,110
2610,,,,,P,,,,,,,,Eggplant,110
2611,,,S,,,,,,,,,,Eggplant,111
2612,,,,T,T,,,,,,,,Eggplant,111
2613,,,,P,P,,,,,,,,Eggplant,111
2614,,,S,,,,,,,,,,Eggplant,112
2615,,,,T,T,,,,,,,,Eggplant,112
2616,,,,P,P,,,,,,,,Eggplant,112
2617,,S,S,,,,,,,,,,Eggplant,11
2618,,,,,T,,,,,,,,Eggplant,11
2619,,,,,P,,,,,,,,Eggplant,11
2620,,S,S,,,,,,,,,,Eggplant,14
2621,,,,,T,,,,,,,,Eggplant,14
2622,,,,,P,,,,,,,,Eggplant,14
2623,,S,S,,,,,,,,,,Eggplant,16
2624,,,,,T,,,,,,,,Eggplant,16
2625,,,,,P,,,,,,,,Eggplant,16
2626,,S,S,,,,,,,,,,Eggplant,113
2627,,,,,T,,,,,,,,Eggplant,113
2628,,,,,P,,,,,,,,Eggplant,113
2629,,S,S,,,,,,,,,,Eggplant,10
2630,,,,T,T,,,,,,,,Eggplant,10
2631,,,,P,P,,,,,,,,Eggplant,10
2632,,S,S,,,,,,,,,,Eggplant,114
2633,,,,T,T,,,,,,,,Eggplant,114
2634,,,,P,P,,,,,,,,Eggplant,114
2635,,S,,,,,,,,,,,Eggplant,13
2636,,T,T,,,,,,,,,,Eggplant,13
2637,,P,P,,,,,,,,,,Eggplant,13
2638,,S,,,,,,,,,,,Eggplant,12
2639,,T,T,,,,,,,,,,Eggplant,12
2640,,P,P,,,,,,,,,,Eggplant,12
2641,,S,,,,,,,,,,,Eggplant,115
2642,,,P,P,P,,,,,,,,Eggplant,115
2643,,S,,,,,,,,,,,Eggplant,116
2644,,,P,P,P,,,,,,,,Eggplant,116
2645,S,S,,,,,,,,,,,Eggplant,15
2646,,P,P,,,,,P,P,,,,Eggplant,15
2647,S,S,,,,,,,,,,,Eggplant,100
2648,,P,P,,,,,P,P,,,,Eggplant,100
2649,P,P,P,,,,,,,P,,,Eggplant,101
2650,P,P,P,,,,,,,P,,,Eggplant,102
2651,P,P,P,,,,,,,,,,Eggplant,103
2652,P,P,P,,,,,,,,,,Eggplant,104
2653,P,,,,,,,,,,,,Eggplant,105
2654,P,,,,,,,,,,,,Eggplant,106
2655,,,,,,,,S,S,S,S,S,Eggplant,23
2656,T,,,,,,,,T,T,T,T,Eggplant,23
2657,,,,,,,,P,P,P,P,P,Eggplant,23
2658,S,S,,,,,,S,S,S,S,,Eggplant,20
2659,,T,,,,,,T,T,T,T,,Eggplant,20
2660,P,P,,,,,,P,P,P,P,,Eggplant,20
2661,,,,,,,,S,S,S,,,Eggplant,21
2662,,,,,,,,,T,T,T,,Eggplant,21
2663,,,,,,,,P,P,P,,,Eggplant,21
2664,,,,,,,,,S,S,,,Eggplant,22
2665,,,,,,,,,,,T,T,Eggplant,22
2666,,S,S,S,S,S,,,,,,,Endive,17
2667,,,T,T,T,T,T,T,,,,,Endive,17
2668,,,P,P,P,P,P,,,,,,Endive,17
2669,S,S,S,,,,,S,S,S,S,S,Endive,1
2670,T,T,T,T,,,,,T,T,T,T,Endive,1
2671,P,P,P,,,,,,P,P,P,P,Endive,1
2672,,S,S,S,S,S,,,,,,,Endive,3
2673,,,T,T,T,T,T,,,,,,Endive,3
2674,,,P,P,P,P,,,,,,,Endive,3
2675,S,S,S,S,,,,S,S,S,S,S,Endive,2
2676,T,T,T,T,T,,,,T,T,T,T,Endive,2
2677,P,P,P,P,,,,,P,P,P,P,Endive,2
2678,,,S,S,S,S,,,,,,,Endive,4
2679,,,,T,T,T,T,,,,,,Endive,4
2680,,,,P,P,P,,,,,,,Endive,4
2681,,,,,,P,,,,,,,Endive,61
2682,,,,,P,P,,,,,,,Endive,60
2683,,,,,P,P,P,,,,,,Endive,59
2684,,,,,P,P,P,,,,,,Endive,58
2685,,,,,P,P,P,,,,,,Endive,57
2686,,,,,P,P,P,,,,,,Endive,56
2687,,,,,P,P,P,P,,,,,Endive,55
2688,,,,,P,P,P,P,,,,,Endive,54
2689,,,P,P,P,P,P,P,,,,,Endive,53
2690,,,,P,P,P,P,P,,,,,Endive,52
2691,,,,P,P,P,P,P,P,,,,Endive,51
2692,,,P,P,P,P,P,P,P,,,,Endive,50
2693,,,,,,P,P,,,,,,Endive,8
2694,,,,,,P,P,P,,,,,Endive,9
2695,,,P,P,,,,,P,P,,,Endive,6
2696,,,,P,P,P,P,,,,,,Endive,7
2697,,,P,P,,,,,P,P,,,Endive,5
2698,,,S,,,,,,,,,,Endive,109
2699,,,,T,,,,,,,,,Endive,109
2700,,,,P,,,,,,,,,Endive,109
2701,,,S,,,,,,,,,,Endive,110
2702,,,,T,,,,,,,,,Endive,110
2703,,,,P,,,,,,,,,Endive,110
2704,,,S,,,,,,,,,,Endive,111
2705,,,,T,T,,,,,,,,Endive,111
2706,,,,P,P,,,,,,,,Endive,111
2707,,,S,,,,,,,,,,Endive,112
2708,,,,T,T,,,,,,,,Endive,112
2709,,,,P,P,,,,,,,,Endive,112
2710,,,S,,,,,,,,,,Endive,11
2711,,,,T,T,,,,,,,,Endive,11
2712,,,,P,P,P,,,,,,,Endive,11
2713,,,S,,,,,,,,,,Endive,14
